	sequences per sample	iteration	s934.8	w1116.2	s934.7	s1116.1 	s934.3	s1116.8	w1274.8	w1274.4	h1600.5	w1204.1	w1274.1	w1204.6	h1468.1	w1204.7	w1116.8	w1116.5	w1274.5	h1468.6	h1468.7	w1204.2	h1468.4	s800.6	s934.1	s934.5	s934.6	s1116.4	w1274.2	w1274.7	w1204.8	s1116.2	s1024.6	s1024.4	w1116.7	w1204.5	h1600.6	h1468.5	w1116.3	h1468.2	s800.3	s800.5	s1116.7	s934.2	s1024.2	w1116.1	s1024.8	s1116.3	s1116.5	s1024.5	s800.1	s800.8	s800.4	s934.4	s800.7	s800.2	s1024.1	h1600.7	h1600.1	h1600.2	w1204.3	h1600.4	h1468.3	w1274.6	w1116.6	h1468.8	w1116.4	s1116.6	s1024.7	w1204.4	s1024.3
alpha_rarefaction_1324_6.biom	1324	6	908.6851852	1262.928571	846.2307692	1060.208333	1274.25	1081.041096	753.7380952	847.25	876.1707317	689.5245902	849.1956522	732.7619048	801.015873	875.4473684	1169.333333	1067.041667	560.5178571	693.6470588	1140.608696	1036.835294	730.4428571	1100.098592	1404.284091	1611.446602	1488.849057	1238	1193.554545	977.2	810.7580645	955.234375	1149.213333	1240.028302	922.9428571	1082.344828	783.1666667	1081.867769	750.6779661	808.0117647	567.8780488	807.7580645	1027.679245	967.6428571	1268.515625	835.0535714	967.7586207	936.0151515	698.015873	884.625	924.4516129	804.5348837	857.893617	945.5217391	969.3888889	524.9375	950	938.9428571	730.6034483	1157.25	794.1785714	814.4657534	1039.83871	736.06	886	985.4545455	785.2678571	833.7826087	667.1363636	749.5714286	874.1785714
alpha_rarefaction_1324_7.biom	1324	7	729.0377358	1284.238636	740.7619048	970.5142857	1128.161765	1023.325843	690.3170732	1019.5	983.65	810.0178571	730.0588235	872.0508475	642.5348837	1041.333333	1044.485437	1032.318681	733.5	864.8035714	974.2295082	1031.1625	823.3559322	1035.961538	1461.213483	1506.80531	1138.1875	1133.22973	1392.634615	1080.287671	801.2253521	900.8333333	1164.166667	1383.111111	1089	1029.896552	875.2	1292.5	749.8333333	918.015625	591.8372093	1032.25	969.047619	1214.04918	1179.345679	813.82	987.25	914.2307692	904.6851852	1157.02	1110.772727	776	860.1632653	1098.779661	978.4285714	755.9411765	743.2	1088.904762	639.6901408	1091.041237	939.0638298	901.5625	1003.088235	925.9772727	829.3181818	899.7627119	823.06	816.1694915	767.7631579	862.25	1057.622222
alpha_rarefaction_1324_8.biom	1324	8	844.2222222	1308.280488	946.779661	1187.517241	1083.194805	1129.345679	983	821.5492958	989.71	730.6206897	823.0425532	810.7627119	816.1	1137.56	1003.5	987.7	774.4	889.3584906	909.015873	998.8795181	939.3818182	1025.361446	1396	1631.774194	1239.5	1136.182927	1434.655172	1194.873016	911.75	790.0588235	1009.625	1222.866667	927.2875	1114.866667	802.484375	1329.391304	767.3888889	1170.105263	575.3529412	868.7826087	866.8	1030.042254	1135.269231	808.1886792	787.2133333	993.9047619	899.0483871	1020.478261	1200.857143	832.5714286	660.7659574	1120.932203	1204.773585	579.0217391	776.0338983	1182.285714	749.0483871	1154.943182	780.122449	889	875.8433735	740	702.0377358	957.9090909	699.171875	1158.8	863.1875	1005.607143	954.7777778
alpha_rarefaction_1324_9.biom	1324	9	739.85	1151.9	931.22	995.0895522	1194.470588	1047.904762	684.0465116	1019.849057	1169.393939	804.5294118	841.875	858.21875	996.4285714	823	1067.631579	996.0111111	728.5	903.6603774	942.3088235	1040.48	967.2941176	1077.291667	1458.804878	1707.670455	1318.564516	1255.75	1331.166667	1029.080645	920.6842105	864.7101449	969.6395349	1181.785714	858.75	1369.045455	865	1471.381443	871.1034483	1029.83871	498	850.0508475	907.1090909	1122.710145	1032.609756	698.9047619	1089.153846	1086.305085	910.0689655	897.5454545	1341.526316	669.0153846	980.9565217	1023.96875	873.943662	596.0465116	726.0526316	1029.164179	721.5178571	1026.885417	792.8333333	1017.671642	923.48	895.1333333	939.75	962.75	896.5	903.6097561	645.1176471	591.7173913	986.4285714
alpha_rarefaction_1543_0.biom	1543	0	959.5714286	1328.287129	1017.387097	1093.318841	1140.795181	1078.642857	783.1923077	1123.40625	1097.412844	846.2459016	903.5689655	914.0983607	883.3478261	1039.74359	1096.715596	1188	654.0526316	862.7258065	1119.951613	1050.717647	813.1428571	1162.386364	1498.727273	1584.666667	1434.6	1203.070588	1437.119266	1269.323944	1022.387097	957.1492537	1183.453608	1289.4	871.744186	1436.697368	863.884058	1466.479452	896.9090909	1048.473684	511.625	898.1694915	955.1492537	1184.46875	1258.5	904.4827586	1000.5	1084.327869	741.9090909	794.8571429	815.6216216	752.0576923	886.3928571	1175.737705	1198.163934	678.1304348	1095.109091	1153.014286	791.9047619	1104.764706	813.5166667	975.2816901	1009.345679	731.6229508	829.6666667	932.0952381	841.7837838	827.4666667	686.1363636	759.6086957	876.1343284
alpha_rarefaction_1543_1.biom	1543	1	1008.701754	1260.028302	868.2027027	1088.291667	1376.633803	1068.287129	763.6086957	1044.521739	1097.326923	849.8787879	892.7	795.7101449	954.0454545	972.3424658	1030.852941	1068.629213	745.2040816	815.943662	990.5070423	1146.125	1005.640625	1108.571429	1478.561224	1539.754237	1138.511111	1161.611111	1439.084034	1197.533333	1008.140845	1107.444444	1312.01087	1387.644231	1005.129412	1327.0125	919.6818182	1327.898438	765.6153846	1082.114286	478.6724138	1022.263158	1007.904762	1207.55	1200.035294	996	1002.904762	1076.5	832.5416667	1002.904762	1298.019231	775.1818182	758.40625	1078.040541	1018.486486	647.0697674	948.5384615	1007.168675	730.5416667	1138.142857	889.4745763	1216.482143	975.7826087	950.1851852	1136	1024.590909	932.9	961.5625	717.1090909	754.4042553	1121.508197
alpha_rarefaction_1543_2.biom	1543	2	1005.520833	1179.958333	1004.616438	944.5294118	1323.408451	1272.939759	685.0212766	1231.375	1120.495496	775.1666667	821.6666667	782.4383562	813.4029851	1303.305085	1138.878788	1035.285714	714.4716981	773.016129	931.5138889	1126.309278	817.2647059	1217.166667	1368.039604	1676.008475	1206.039474	1309.045977	1287.333333	1136.037975	824.880597	915.5616438	1250.40625	1439.214286	942.2	1228.010101	870.2	1351.971429	814.2295082	1084.038961	502.7173913	855.1617647	1095.142857	1071.394366	1581.188406	710.8571429	878.6133333	907.8860759	962.220339	919.8421053	1093.033898	796.7758621	802.0545455	1053.761905	1231.474576	717.2222222	918.3	1056.9125	818.0645161	1024.666667	944.9090909	968.6901408	970.0540541	906.1176471	1041.826087	962.0454545	773.8103448	900.6851852	504.1967213	730.4038462	1033.164179
alpha_rarefaction_1543_3.biom	1543	3	999.5084746	1195.28972	1001.545455	1087.082192	1166.654762	1228.011111	917.6363636	825.9873418	1232.967742	828.4666667	854.3684211	935	855.369863	1011.753425	1044.913043	993.2869565	821.06	893.8867925	1040.820896	1001.938144	911.328125	1036.164835	1618.5	1833.945946	1146.651685	1443.042254	1309.79661	1150.012658	857.4736842	980	1227.363636	1247.974359	880.5666667	1225.170455	758.1265823	1536.875	756.7027027	998.5	561.2542373	861.1016949	1210.418182	1282.1	1339.465753	800.5714286	833.253012	909.9428571	928.1549296	1088.142857	988	905.3928571	808.7580645	1264.548387	963.875	660.1363636	1108.122449	1138.380952	784.9180328	1088.295238	818.5857143	1087.082192	1050.1625	901.75	890.3	994.3888889	765.7540984	1084.882353	720	876.2432432	1039.609375
alpha_rarefaction_1543_4.biom	1543	4	882.9821429	1272.610526	937.3188406	1072.147059	1054.03	1043.521277	683.0212766	1008	1073.508929	739.984375	904.1111111	832.253012	861.4133333	1348.517857	1175.526316	983.3428571	786.4117647	728.5789474	762.3214286	967.3789474	868.421875	1263.625	1687.2	1680.509091	1399.014493	1291.378947	1373.333333	1214.477612	978.8378378	994.1428571	1297.517241	1298.840708	947.8333333	1144.53	821.7391304	1431.125984	754.7619048	1080.194805	520.3050847	877.8730159	1109.151515	1245.985915	1266.630137	821.943662	1002.223881	1074.484375	917.1470588	1002.387097	988.4444444	840.6545455	908.9607843	1143.692308	890.6923077	680	898.5185185	1108.477612	803.7868852	1128.926606	838.0517241	1051.304348	997.8	825.0377358	714.6842105	916.5454545	923.2692308	848.2884615	725.0208333	777.75	893.5774648
alpha_rarefaction_1543_5.biom	1543	5	913.1639344	1233.598039	913.8860759	1107.714286	1229.435897	1025.271845	915.5681818	1119.542373	1122.508621	782.0869565	972.0612245	777.8730159	759.6351351	1062.230769	1161.4	860.0512821	902.7659574	787.0689655	861.939759	1296.506329	725.6375	1249	1460.058824	1572.479339	1192.558442	1183.125	1317.968	971.1630435	1169.553846	840.6923077	1377.735632	1223.264463	937.8829787	1229.65625	836.5540541	1424.345324	722.6153846	1347.677966	655.7254902	1013.716981	966.0958904	1052.652174	1375.633803	948.6842105	854.6097561	982.6338028	801.7625	870.21875	1064.078125	838.1785714	777.265625	1154.815385	1130.758621	665.2380952	1186.659574	1071.467532	703.8783784	1100.132743	1007.625	996.0149254	948.8863636	871.8867925	840.3488372	1048.084746	909.016129	894.7692308	761.1538462	652.0714286	899.3
alpha_rarefaction_1543_6.biom	1543	6	728.1641791	1367	1070.288136	1038.873563	1514.263889	1045.857143	920.7272727	1005.424242	1142.378378	730.3787879	827.42	801.1538462	868.4736842	875.5584416	1112.100917	1158.651685	788.5	1000.705882	1024.671642	1234.727273	994.6779661	1261.625	1235.542056	1580.152542	1077.448276	1287.013514	1452.5	1170.067568	921.9850746	989.2465753	1172.677419	1328.441176	1131.012658	1114.061224	1047.953125	1524.722222	982.8076923	1268.163934	573	853.0142857	915.8873239	1269.358209	1554.880597	772.1081081	994.2957746	1094.776119	1014.015873	1169.56	959.3571429	828	892.3928571	1153.8125	936.1643836	645.25	851	1212.884058	795.5454545	1145.957895	890.2380952	967.4189189	906.65625	1080.813953	907.7659574	824.2631579	920.3928571	1163	581.0175439	848.4166667	1017.551724
alpha_rarefaction_1543_7.biom	1543	7	897.1694915	1421.78022	1021.147541	1167.342466	1127.804878	1111.623656	965.5675676	985.7638889	1055.900826	809.4918033	853.1724138	832.2297297	1000.467742	1036.136986	1104.941176	1137.470588	911.1428571	672.28	900.3289474	1125.344828	843.28125	1105.727273	1551.5625	1819.009524	1178.2625	1177.453608	1209.489362	1053.280488	889.8815789	1099.246154	1123.6	1298.764151	843.6170213	1401.886076	953.0454545	1246.290541	741.5671642	1134.15873	622	762.6153846	851.9589041	1073.04	1230.439024	959.5185185	1011.743243	1210.5	1226.42	1016.846154	1062.105263	793.3684211	730.9230769	975.9615385	1114.40625	630.0983607	992	1136.643836	707.6388889	1099.963303	887.9090909	977.3589744	1022.443038	703.6375	886.3958333	1259.038462	897.1578947	1075.025641	734.1176471	868.5526316	1041.615385
alpha_rarefaction_1543_8.biom	1543	8	832.6935484	1267.891089	990.703125	974.5384615	1275.323944	998.2616822	776.4117647	1144.758621	1026.594595	800.6206897	825.1071429	774.4477612	849.6081081	992.6216216	1133	1112.76087	859.4583333	810.3043478	857.4615385	1093.223404	888.88	1050.611111	1543.815217	1984.483871	1156.05814	1201.876404	1351.745902	1066.178571	879.3478261	904.7894737	1262.111111	1148.391304	974.1136364	1339.727273	947.7971014	1394.307143	674.2380952	1144.723684	583.122449	1036.181818	970.3043478	1105.714286	1314.808219	834.9354839	950.4657534	1147.666667	1031.679245	985.8461538	1080.380952	739.4444444	974.8076923	890.0123457	948.8888889	743.3863636	879.0491803	1099.478873	696.3835616	1090.519231	842.2307692	914.1585366	909.9591837	890.0491803	811.2777778	1036.338235	784.4925373	846.25	688.2586207	767.1428571	1072.519231
alpha_rarefaction_1543_9.biom	1543	9	967.6	1196.345133	979.0909091	1064.857143	1179.333333	1068.558824	810.7843137	999.0857143	1220.643564	790.7258065	954.0212766	814.8153846	922.4428571	1249.666667	1019.02439	1144.75	818.0652174	817.5909091	906.5810811	963.6590909	859.7761194	1356.098592	1572.685393	1504.472441	1324.465753	1248.069767	1253.27907	1003.573171	1118.678571	991.2380952	1368.692308	1127.095238	1062.846154	1344.891566	783.2465753	1310.021583	761.2461538	1321.797101	582.5652174	834	932.5138889	1370.944444	1504.28169	747.7746479	1041.862069	928.5487805	825.6521739	1016.390625	968.2666667	724.4067797	761.7540984	1055.567164	1182.238095	705.0465116	824.96875	1318.862069	838.7142857	1091.552632	759.5	836.1875	897.0322581	821.2692308	914.25	1080.4	823.2786885	819.1818182	692.5294118	859.0731707	939.2238806
alpha_rarefaction_1762_0.biom	1762	0	898.3289474	1099.056911	1062.28	1031.244898	1418.679012	1099.681034	1038.609756	1113.189873	1053.795276	882.6428571	870.703125	967.15625	879.4133333	1042.766234	1282.028302	1078.027523	787	882.8	905.1190476	1176.467391	757.247191	1197.128713	1480.588235	1639.152174	1397.683544	1374.153061	1324.195804	1024.57732	1064	983.5316456	1334.613208	1387	999.95	1417.538462	991.2307692	1417.6875	956.4590164	1161.337349	589.122449	888.1139241	1080.082192	1362.229508	1531.769231	838.5555556	1033.04878	1208.188406	975.6438356	1082.754098	1228.333333	823.4925373	882.1506849	1362.621622	995.25	603.0806452	925.0491803	1214.494505	756.5131579	1080.744186	1024.080645	1099.576923	988.0606061	876.9444444	844.4716981	1178.558442	869.2142857	1070.018868	709.5185185	721.1304348	1067.6875
alpha_rarefaction_1762_1.biom	1762	1	833.7142857	1274.123967	955.7432432	1044.23913	1362.554217	1111.508621	845	1261.692308	1267.915888	853	845.1617647	833.3378378	954.2	1087.178571	1160.803738	1082.833333	861.7254902	851.9242424	1137.714286	1142	822.5696203	1101.589286	1556.189189	1847.08547	1272.463415	1396.470588	1434.875	1501.5	1040.192308	971.1630435	1443.483871	1600.941176	964.7916667	1383.157895	1046.820896	1559.77027	842.2647059	1176.714286	611.4181818	853.641791	1035.766234	1465	1518.325301	1047.754098	1017.024096	1276.541667	1143.8	1029.486486	1151.5	726.5	1044.722222	1194.25	1245.123288	894.2	824.9189189	1353.68	874.3043478	1137.96124	886.7051282	1091.560976	963.5102041	856.640625	763.2205882	949.04	866.4936709	1179.714286	731.3728814	773.5090909	947.0923077
alpha_rarefaction_1762_2.biom	1762	2	972.7213115	1406.8	960.3797468	1000.428571	1226.413793	1152.741379	768.1458333	1200.175439	1011.472441	823.5189873	789.1587302	840.6190476	808.2258065	1229.058824	1191.71875	1138.453608	842.6666667	1132.458333	1020.965517	1182.965517	995.703125	1144.8125	1601.135135	2018.637931	1318.625	1517.272727	1399.356589	1182.066667	1092.013158	967.4047619	1361.03125	1262.046512	1015.761905	1075.666667	931.2173913	1373.61039	786.0126582	1308.253521	726.4117647	909.8181818	1071.797101	1184.164384	1328.294737	914.2631579	1067.140845	1218.561644	954.0540541	939.1857143	969.68	901.7627119	899.0483871	1182.567568	1181.638889	831.5217391	933.015625	1172	789.9041096	1221.722222	1019.125	949.3690476	1042.957447	970.7777778	880.4423077	1016.291667	899.3333333	980.3888889	761.6545455	761.3888889	1069.548387
alpha_rarefaction_1762_3.biom	1762	3	899.3970588	1419.628571	1043.615385	1261	1496.08	1204.184466	1202.277778	965.8352941	1125.372093	742.2650602	787.7083333	895.0263158	796.3373494	1074.514286	1052.224	1111.56	739.3333333	837.1515152	986.1923077	1311.241379	881.6385542	1078.336449	1444.714286	1668.366412	1391.409091	1391.98913	1439.910569	1125.010989	1126.197368	1065.013699	1192.146789	1163.693431	1068.978261	1283.554455	999.3108108	1439.28169	1019.015385	1146.083333	739	930.7027027	1116.720588	1301.8	1427.925926	913.016129	1046.703704	953.9759036	872.2236842	979.8	1121.114754	767.915493	791.6923077	1186.837838	1050.721519	734.8653846	973.0985915	1287.560976	860.5454545	1171.5	839.1304348	990	1050.325843	940.125	863.1724138	1004.388889	812.85	966.25	749.8490566	860.2553191	1026.014286
alpha_rarefaction_1762_4.biom	1762	4	832.7662338	1416.364486	1051.529412	1043.078652	1614.764706	1040.192661	784.2941176	1165.461538	1244.578947	859.3043478	932.3	849.6375	807.4	999.1363636	1164.184211	1130.103774	922.5957447	862.6081081	1150.059701	1210.639535	776.2592593	1090.971154	1530.342105	1743.710938	1422.373494	1250.663158	1328.5	1158	1119.608108	1131.037975	1286.117021	1278.208333	1080.5	1382.153846	940.6133333	1677.175	753.1298701	1104.282609	560.5	814.4782609	1113.596774	1480.615385	1571.438356	914.328125	1191.549296	1105.269231	1106.727273	982.1449275	1234.375	910.8421053	861.7391304	1145.710145	1251.095238	737	1063.15873	1376.776316	863.3970588	1027.257353	884.3333333	1116.56962	1016.88764	1008.918033	1007.52	1000.22973	880.0142857	917.9322034	717.8421053	985.4054054	994.1515152
alpha_rarefaction_1762_5.biom	1762	5	792.5	1479.540541	969.8888889	1104.666667	1300.478723	1345.01087	965.6304348	1264.933333	1160.44	709.9873418	828.238806	963.5901639	815.0879121	1159.012658	1279.744898	1101.971154	793.2727273	836.1388889	936.7093023	1305.851852	1191.564516	1229.666667	1536.777778	1585.8125	1346.064516	1416.066667	1400.510791	1020.210526	1151.253521	971.7857143	1322.378947	1403.086957	1029.164948	1444.616279	974.3333333	1630.276923	1052.378788	1111.35443	660.6226415	882.3538462	1119.720588	1264.581081	1162.539216	898.038961	1137.54878	1102.287671	949.915493	1016.743243	1021.671642	843.8870968	1062.375	1097	1180.652174	657.6595745	973.0151515	1433.358209	847.1267606	1070.689394	914.5138889	1032.538462	1038.517241	924.6842105	957.2264151	992.2	995.2881356	1104.0625	770.8181818	955.775	1044.042254
alpha_rarefaction_1762_6.biom	1762	6	1016.017857	1349.570093	1042	1347.15493	1515.329114	1209.214286	739.4285714	1086.835443	1208.783019	671.5591398	824.641791	1019.147059	900.7051282	1111.280488	1130.454545	1193.26	836.2708333	990.559322	1073.518987	1086.866667	875.8	924.661157	1623.981132	1697.030534	1352.925926	1490.123457	1429.147059	1099.566667	972.4189189	1159.56338	1420.694737	1443.486957	912.4587156	1466.129412	1069.482759	1460.065359	910.7183099	989.4431818	673.8727273	953.7971014	1045.363636	1116.35443	1362.5	905.2222222	1123.378378	1188.71831	1044.96875	936.2083333	1024.014085	828.5142857	911.1666667	1236.884058	922.804878	691.56	985.9672131	1265.118421	729.5189873	1147.025641	1024.147541	1070.936709	961.3870968	882.2264151	1019.333333	1132.957746	932.015873	929.5423729	607.7419355	777.1960784	1016.014493
alpha_rarefaction_1762_7.biom	1762	7	824.3461538	1397.826923	945.8915663	1125.284091	1312.767442	1013.557377	844.42	1018.511628	1195.524752	848.8961039	957.362069	924.5616438	894.8170732	1067.1375	1189.690909	1038.4375	886.6875	862.5844156	960.1348315	1094.905263	922.358209	1126.295918	1478.815789	1809.544118	1245.011494	1400.409091	1473.21831	1226.457447	1087.3	958.3333333	1300.428571	1368.522936	1089.5	1608.193182	1040.014286	1618.360902	897.8730159	1168.126582	631.7142857	1014.421875	1025.961538	1217.178082	1173.80198	1035.551724	1024.088235	1209.344262	1169.352941	960.9428571	926.3382353	903.1639344	838.7142857	1221.73913	1224.090909	780.1458333	989.047619	1130.866667	919.1694915	1208.333333	1080.90625	1060.283784	989.2886598	913.1052632	794.4912281	1092	918.8783784	995.1578947	818.0535714	701.7166667	1014
alpha_rarefaction_1762_8.biom	1762	8	934.2459016	1356.775862	1000.916667	1113.75	1304.170455	1118.834862	826.8125	1121.28	1072.794872	896.2380952	860.03125	864.6626506	888.6351351	1082.584416	1203.371901	1157.269231	815.0545455	1000.767857	978.4705882	1134.375	950.7808219	1092.732673	1717.466102	1957.142857	1202.865979	1357.733333	1344.5	1209.221053	1134.347826	1056.012987	1272.350515	1437.690909	1031.819149	1313.333333	961.5	1518.666667	813.6760563	1041.534884	972.6923077	1210.538462	1018.846154	1205.513889	1239.9375	843.5142857	1086.082192	1202.458333	871.5	1052.630769	1117.033898	878	893.3478261	1128.444444	1151.4	721	975.0454545	1062.123596	804.2236842	1296.8	909.047619	1047.0625	1048.9	894.1	1100.458333	1045.135135	836.5857143	1278.021277	680.8571429	853.1086957	899.6849315
alpha_rarefaction_1762_9.biom	1762	9	809.6	1280.163934	1106.048387	1235.120482	1323	1138.525	868.9607843	1131.438356	1177.810345	799.3382353	913.1538462	873.3802817	854.8414634	1015.674419	1199.719298	1052.137931	1071.065217	846.8289474	931.5319149	1193.595506	1014.03125	1362.107527	1623.65	1781.295082	1228.8	1487.73913	1424.122951	1097.511111	1117.16129	1053.013889	1282.061224	1370.5	980.9090909	1211.428571	917.9428571	1521.404255	825.3333333	867.8571429	554.3382353	1094.596491	1131.038961	1179.206897	1273.717391	966.2238806	1039.381579	1173.090909	1085.904762	840.1707317	1007.042857	943.0526316	1012.640625	1116.189873	1087.013333	727.5490196	1062.677966	1268.04	823.8767123	1104.258333	909.328125	1049.363636	1012.111111	1001.701754	982	1248.516129	924.6	1151.352941	786	769.0588235	934.1470588
alpha_rarefaction_1981_0.biom	1981	0	993.9295775	1408.530435	1067.181818	1057.2	1590.666667	1136.879032	822.2461538	1329.328947	1200.791367	910.6835443	1041.266667	965.8734177	840.4210526	1139.619048	1157.777778	1103	1021	857.3733333	1141.133333	1294.847826	815.7741935	1378.15625	1607.098361	1870.022727	1497.319149	1460.459184	1531.71831	1284.83871	1262.220588	1099.05814	1314.165138	1347.910448	1049.027523	1405.151515	1002.909091	1466.52071	818.6923077	1190	637	930.278481	1346.720588	1267.428571	1351.795918	909.9333333	1172.213333	1337.2	1114.942857	922.4634146	1120.444444	868.4366197	969.2816901	1195.423529	1359.647059	673.8928571	912.9428571	1359.512821	840.85	1288.113043	980.2638889	1101	1015.616822	1007.681818	987.5	964.4482759	845.5857143	1038.684211	795.1578947	915.1090909	1090.942857
alpha_rarefaction_1981_1.biom	1981	1	939.1	1523.709091	1100.078947	1173.833333	1605.443182	1187.12605	853.1785714	1003.65	1077.297872	830.2207792	812.7391304	1108.181818	1021.011111	1043.691489	1354.675	1172.566038	937.1320755	871.2	1003.71	1261.147059	826.0123457	1315.675	1734.666667	1929	1296.518868	1339.254545	1539.342466	1108.412844	1147.779412	1034.511628	1286.259259	1232.529412	1198.545455	1452.432692	998.2727273	1638	841.2592593	1222.413793	633.7222222	1173.416667	1327.442857	1123	1460.511111	823.3863636	937.1650485	1157.136364	1018.04	980.3448276	1176.940299	1050.528302	944.109589	1269.329412	1263.040541	664.2075472	1155.916667	1346.881579	828.625	1169.805755	1007.03125	1112.571429	1002.342857	954.1492537	832.9166667	1075.117647	1013.846154	1042.380952	765	844.0588235	1042.083333
alpha_rarefaction_1981_2.biom	1981	2	937.04	1490.868852	1059.529412	1144.421053	1265.010101	1107.393443	899.7758621	1189.461538	1145.348837	900.8111111	1092.181818	944.5138889	963.5	1187.37931	1230.081301	1205.961165	963.0588235	793.1547619	1167.363636	1147.409524	868.09375	1335.358491	1798.542056	1998.679389	1357.107527	1464.058252	1371.019737	1380.518519	1137.486486	1142.263889	1436.342593	1457.666667	1195.206897	1301.852174	1245.086957	1502.59375	831.5675676	1120.886792	639.5483871	1148.957746	1159	1249	1528.9375	1179.714286	1338.328947	1106.010989	899.55	1124.630769	1126.263889	1009.042254	819.5675676	1130.344828	1462.578125	724.5660377	1016	1096.00885	933.369863	1055.554839	1000	1020.5	1075.4	915.4307692	1083.555556	984.1276596	895.3461538	1052.862069	694.0895522	750.578125	1134.15493
alpha_rarefaction_1981_3.biom	1981	3	1077.791045	1448.285714	1216.014286	1124.306931	1665.036145	1224.008403	902.7692308	1088.325301	1247.916667	907.6835443	943.1142857	878.9358974	916.6111111	1083.146067	1208.511628	1199.858407	869.1034483	891.3461538	1109.898876	1300.142857	821.6321839	1247.230769	1595.328	2054.149606	1481.896552	1436	1460.187919	1128.962617	1096	1034.569767	1365	1226	975.5339806	1334.303571	941.1797753	1510.5	885.9634146	1150.247191	549.25	944.8082192	1071.592105	1299.1625	1391.826923	1081.553846	1109.129412	1262.342105	973.4415584	1051.135135	1150.076923	808.5142857	875.1111111	1269.033708	1047.304878	738.0638298	886.6666667	1526.013333	863.6785714	1185.147059	915.2631579	970.4431818	1110	974.0869565	1183.886792	1287.081081	1011.424242	940.9428571	886.893617	798.55	1019.211268
alpha_rarefaction_1981_4.biom	1981	4	1111.35	1467.526316	1387.818182	1060.7	1518.123457	1097.690476	785.04	1304.8	1233.008	763.9418605	785.6760563	907.2236842	1084.08	1177.535714	1250.245902	1193.557692	801.8032787	838.1234568	1013.148148	1098.088496	986.1785714	1093.091743	1599.610169	2040.23913	1423.375	1228.449541	1553.788732	1086	1149.6	1141.555556	1361.026316	1372.590909	1108.598131	1303.173228	993.6296296	1727.607143	966.8	1317.035714	667.0819672	1075.013889	1112.013158	1308.560976	1594.5	943.4782609	1176.269231	1288.75	937.1	1189.553846	1136.15493	865.2638889	858.8289474	1196.896552	1212.538462	818.1923077	1148.932203	1073.787879	793.0759494	1180.944882	935.5769231	1081.571429	980.5339806	909.5441176	1369.682927	1095.957895	846.0705882	1221.807692	799.9649123	854.7142857	1185.780822
alpha_rarefaction_1981_5.biom	1981	5	1258.454545	1527.028571	1065.240964	1195.31	1476.069767	1125.976378	847.0175439	1085.7	1070.36646	928.1470588	1002	900.3218391	920.9	1122.685393	1159.653543	1222.666667	989.826087	918	939.5319149	1190.049587	917.5340909	1179.509259	1484.695364	1646.993865	1564.529412	1230.245902	1403.364238	1309.345679	1116.35443	988.1630435	1352.008772	1379.372093	1015.70339	1257.116071	1073.521739	1530.831325	836.4556962	1135.94186	739	913.4117647	1242.884058	1219.071429	1374.03125	952.9473684	1064.666667	1366.230769	896.2674419	1076.197368	1218.661765	735.2962963	791.9213483	1238.241379	1198.418919	636.7894737	1057.25	1343.0125	824.3294118	1272.8	1010.753425	1031.573034	1114.4	900.328125	1039.019608	1061.629213	1022.086957	1101.147541	812.0181818	860.0169492	990.6790123
alpha_rarefaction_1981_6.biom	1981	6	1145.40625	1469.428571	1182.067568	1293.463415	1387.725275	1160.579365	1104.77551	1151.136364	1201.763359	877.3875	933.1549296	873.483871	996.9090909	1300.78481	1293.333333	1170.741379	717.5833333	895.2650602	972	1334.57732	954.9259259	1192.927928	1614.182609	1762.543478	1476.494624	1414.295238	1382.935484	1107.189189	1081.674157	1011.136364	1503.365591	1577.639098	1145.318681	1513.057692	960.6785714	1421.081081	886.8732394	1149.387097	738.212766	948.6133333	1148.068493	1232.072289	1561.387097	1132.33871	1080.010526	1173.4	976.8888889	1184.227273	1303.046154	811.3382353	876.8	1401.539474	1072.228916	926	923.8333333	1333.034091	881.8333333	1069.097902	720.3636364	1080.123596	1082.019417	849.5421687	903.8333333	1000.303371	985.234375	918.4307692	832.0784314	861	1047.014286
alpha_rarefaction_1981_7.biom	1981	7	987.9473684	1329.109489	1249.380282	1189.654762	1372.395604	1113.612403	769.1052632	960.5306122	1074.543478	775.7586207	1024.671875	896.125	906.8181818	1148.26506	1297.123967	1264.116071	981.2941176	947.2894737	1153.428571	1284.039216	922.6630435	1198.166667	1675.007937	1936.818898	1312.938776	1459.151515	1495.571429	1079.391304	1032.450549	1091.817073	1378.840708	1306.761905	1089.923077	1343.333333	1079.041667	1644.742138	994.0958904	1127.344828	767	1007.633803	1074.517241	1448.144928	1349.079208	1025.616438	1106.3125	1271.096386	919.6666667	1133.411765	1050.985075	933.9166667	998.5081967	1202.56962	1175.309278	777.02	1026.2	1380.958333	852.5333333	1110.276119	1322.25	1016.418605	1090.896907	879.7101449	1058.113208	1129.15493	912.6388889	1370.404255	976	987.1162791	1150.492537
